decision_id,market,profile_key,title,address,observed_sources,observed_categories,observed_source_decisions,profile_status_basis,allowed_manual_decisions,manual_decision,decision_evidence,evidence_url,reviewed_by,reviewed_on
profile:LA_CA_L:google:cid:3676821438673690066,LA_CA_L,google:cid:3676821438673690066,Nussbaum Richard E MD,"4955 Van Nuys Blvd #615, Sherman Oaks, CA 91403",business_listings,Orthopedic surgeon,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:1411755430182435803,LA_CA_L,google:cid:1411755430182435803,"OJG Health Products, Inc","10515 Balboa Blvd #175, Granada Hills, CA 91344",business_listings,Dental supply store,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:5204590832456130822,LA_CA_L,google:cid:5204590832456130822,Orthodontist,"Orchard Ave. &, W Pico Blvd, Los Angeles, CA 90006",maps_specialist,Dental hygienist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:4243264581896210541,LA_CA_L,google:cid:4243264581896210541,POLY PLAZA,"1434 Atlantic Ave, Long Beach, CA 90813",business_listings,Shopping mall,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:11990484528381377309,LA_CA_L,google:cid:11990484528381377309,"Pearlman D Hicks, Jr, MD","2360 Long Beach Blvd, Long Beach, CA 90806",business_listings,Plastic surgeon,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:15973968330700617223,LA_CA_L,google:cid:15973968330700617223,Poly-Tech Dental Studio Inc,"12402 Philadelphia St, Whittier, CA 90601",business_listings,Dental laboratory,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:14094310007257939702,LA_CA_L,google:cid:14094310007257939702,Precision Orthodontic Laboratory,"1923 1st St, San Fernando, CA 91340",business_listings,Dental laboratory,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:8019442712982059650,LA_CA_L,google:cid:8019442712982059650,Primary Denture Repair and Implants,"15234 Crenshaw Blvd, Gardena, CA 90249",business_listings,Denture care center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:4683847144975254800,LA_CA_L,google:cid:4683847144975254800,QC Dental Laboratory,"9608 Van Nuys Blvd UNIT 209, Panorama City, CA 91402",business_listings,Dental laboratory,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:11660717878363179238,LA_CA_L,google:cid:11660717878363179238,ROADS Community Clinic - Compton,"121 S Long Beach Blvd, Compton, CA 90221",business_listings,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:3440383556425355901,LA_CA_L,google:cid:3440383556425355901,ROADS Community Clinic - East Long Beach,"4800 E Los Coyotes Diagonal, Long Beach, CA 90815",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:17876263272543066434,LA_CA_L,google:cid:17876263272543066434,ROADS Community Clinic - Lynwood,"3737 Martin Luther King Jr Blvd Ste 402, Lynwood, CA 90262",business_listings,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:8881940527262132294,LA_CA_L,google:cid:8881940527262132294,RQ Dental Lab,"132 W Adams St, Long Beach, CA 90805",business_listings,Dental laboratory,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:12662038004187647918,LA_CA_L,google:cid:12662038004187647918,Rockstar White Teeth Whitening,"8614 Van Nuys Blvd, Panorama City, CA 91402",business_listings,Teeth whitening service,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:7348425384000850158,LA_CA_L,google:cid:7348425384000850158,Rockstar White Teeth Whitening,"556 S Fair Oaks Ave, Pasadena, CA 91105",business_listings,Teeth whitening service,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:10021466510923515615,LA_CA_L,google:cid:10021466510923515615,Saban Community Clinic,"8405 Beverly Blvd, Los Angeles, CA 90048",business_listings,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:6573524519892687095,LA_CA_L,google:cid:6573524519892687095,Saban Community Clinic - Virgil,"137 Virgil Ave, Los Angeles, CA 90004",business_listings,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:17324357683997053402,LA_CA_L,google:cid:17324357683997053402,Samaritana Medical Clinic - Alvarado,"510 S Alvarado St, Los Angeles, CA 90057",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:3932807939064839266,LA_CA_L,google:cid:3932807939064839266,Serenity Care Health Group - Atlantic Adult Clinic,"780 Atlantic Ave 2nd Floor, Long Beach, CA 90813",business_listings,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:6241950912401221942,LA_CA_L,google:cid:6241950912401221942,"Serenity Care Health Group, FQHC-LAL","1930 E Anaheim St, Long Beach, CA 90813",business_listings,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:11142082514690599007,LA_CA_L,google:cid:11142082514690599007,Serenity Care Health Group- Atlantic Pediatric Clinic,"780 Atlantic Ave, Long Beach, CA 90813",business_listings,Pediatrician,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:4950580691321672636,LA_CA_L,google:cid:4950580691321672636,Shafaa Center Integrative Medicine & Dentistry,"5767 W Adams Blvd, Los Angeles, CA 90016",business_listings,Acupuncturist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:15466958758423106428,LA_CA_L,google:cid:15466958758423106428,Sleep Apnea Sherman Oaks,"4521 Sherman Oaks Ave Ste 201, Sherman Oaks, CA 91403",business_listings,Sleep clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:3185904860861266222,LA_CA_L,google:cid:3185904860861266222,Smile Labs LA,"10681 W Pico Blvd, Los Angeles, CA 90064",business_listings,Teeth whitening service,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:6081313276054929227,LA_CA_L,google:cid:6081313276054929227,South Coast Surgery Center,"2621 Zoe Ave Ste B, Huntington Park, CA 90255",business_listings|maps_specialist,Oral surgeon|Surgical center,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:6536021431568363245,LA_CA_L,google:cid:6536021431568363245,Southern California Medical Center Woodland Hills,"20011 Ventura Blvd #1002, Woodland Hills, CA 91364",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:12296415559448636876,LA_CA_L,google:cid:12296415559448636876,Southern California Medical Center | Pico Rivera,"8825 Whittier Blvd, Pico Rivera, CA 90660",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:15486739528170181669,LA_CA_L,google:cid:15486739528170181669,Southern California Oral & Maxillofacial Surgical Arts,"10724 White Oak Ave, Granada Hills, CA 91344",business_listings,Surgical center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:2699669743953774124,LA_CA_L,google:cid:2699669743953774124,St. John’s Community Health - Leavey-OB Clinic,"3628 E Imperial Hwy #301, Lynwood, CA 90262",business_listings,Family planning center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:16921693145374816641,LA_CA_L,google:cid:16921693145374816641,St. John’s Community Health Warner Traynham Clinic,"326 W 23rd St, Los Angeles, CA 90007",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:4568586767535360321,LA_CA_L,google:cid:4568586767535360321,St. John’s Community Health at Compton College,"1111 E Artesia Blvd, Compton, CA 90221",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:16710840398733596569,LA_CA_L,google:cid:16710840398733596569,Stepanyan Surgical Arts Center,"1500 E Chevy Chase Dr #430, Glendale, CA 91206",business_listings,Plastic surgeon,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:7827430601838141701,LA_CA_L,google:cid:7827430601838141701,Studer Performance Art,"4135 Laurel Canyon Blvd, Studio City, CA 91604",business_listings,Music instruction,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:17012823065007518935,LA_CA_L,google:cid:17012823065007518935,TC Clinic,"604 Rose Ave, Venice, CA 90291",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:10667488645197953416,LA_CA_L,google:cid:10667488645197953416,TTW,"6551 Van Nuys Blvd, Van Nuys, CA 91401",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:9861830449886396311,LA_CA_L,google:cid:9861830449886396311,TelerainMD-Online Doctor Consultation,"19360 Rinaldi St #375, Porter Ranch, CA 91326",business_listings,Home health care service,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:15840384001208137121,LA_CA_L,google:cid:15840384001208137121,The Allergy Eliminator,"1306 W Glenoaks Blvd, Glendale, CA 91201",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:6179340572617374652,LA_CA_L,google:cid:6179340572617374652,The Wallis Annenberg Children & Family Health Center at Hollywood Wilshire Health Center,"5205 Melrose Ave, Los Angeles, CA 90038",business_listings,Mental health clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:14004486374216899848,LA_CA_L,google:cid:14004486374216899848,To Help Everyone - La Brea Health Center,"3721 S La Brea Ave, Los Angeles, CA 90016",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:10095274009169916734,LA_CA_L,google:cid:10095274009169916734,To Help Everyone - Lennox Health Center,"10223 Firmona Ave, Lennox, CA 90304",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:17977013904022740629,LA_CA_L,google:cid:17977013904022740629,To Help Everyone - Western Health Center,"3834 S Western Ave, Los Angeles, CA 90062",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:2631497679054442328,LA_CA_L,google:cid:2631497679054442328,Torrance - Lomita Medical Center,"25043 Narbonne Ave, Lomita, CA 90717",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:8776957313786257906,LA_CA_L,google:cid:8776957313786257906,U Snore No More Treatment Center,"25856 Hemingway Ave, Stevenson Ranch, CA 91381",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:15189357900660175276,LA_CA_L,google:cid:15189357900660175276,UCLA School of Dentistry,"714 Tiverton Ave, Los Angeles, CA 90095",business_listings,Dental school,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:15156045830424764245,LA_CA_L,google:cid:15156045830424764245,Ucla School Of Dentistry,"90095, 10833 Le Conte Ave, Los Angeles, CA 90024",business_listings,Dental school,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:5424899260031512217,LA_CA_L,google:cid:5424899260031512217,Unicare Community Health Center - Los Angeles,"741 S Alvarado St, Los Angeles, CA 90057",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:4203108899044058271,LA_CA_L,google:cid:4203108899044058271,Uniformland,"23360 Valencia Blvd Ste G, Valencia, CA 91355",business_listings,Uniform store,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:4534990736566493603,LA_CA_L,google:cid:4534990736566493603,Urgent Care Dentist 24/7,"2800 S Santa Fe Ave, Vernon, CA 90058",maps_core,Denture care center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:5597868241142072050,LA_CA_L,google:cid:5597868241142072050,Urgent Plus Advanced Medical Center,"2904 Theresa Dr #3, Newbury Park, CA 91320",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:17820276821066351545,LA_CA_L,google:cid:17820276821066351545,VCC: The Gary Center,"201 S Harbor Blvd, La Habra, CA 90631",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
